id,kind,primary_name,name_agreement,county_fips,county_names,states,address,address_agreement,address_n_sources,adpLevelA,adpLevelA_agreement,adpLevelA_n_sources,adpLevelB,adpLevelB_agreement,adpLevelB_n_sources,adpLevelC,adpLevelC_agreement,adpLevelC_n_sources,adpLevelD,adpLevelD_agreement,adpLevelD_n_sources,adpTotal,adpTotal_agreement,adpTotal_n_sources,agreement,agreement_agreement,agreement_n_sources,authorizingAuthority,authorizingAuthority_agreement,authorizingAuthority_n_sources,avgLengthOfStayDays,avgLengthOfStayDays_agreement,avgLengthOfStayDays_n_sources,capacity,capacity_agreement,capacity_n_sources,circuit,circuit_agreement,circuit_n_sources,county,county_agreement,county_n_sources,docket,docket_agreement,docket_n_sources,facilityFunction,facilityFunction_agreement,facilityFunction_n_sources,femaleCrim,femaleCrim_agreement,femaleCrim_n_sources,femaleNonCrim,femaleNonCrim_agreement,femaleNonCrim_n_sources,fieldOffice,fieldOffice_agreement,fieldOffice_n_sources,firstUsed,firstUsed_agreement,firstUsed_n_sources,genderServed,genderServed_agreement,genderServed_n_sources,guaranteedMinimumBeds,guaranteedMinimumBeds_agreement,guaranteedMinimumBeds_n_sources,holdsOver72h,holdsOver72h_agreement,holdsOver72h_n_sources,iceThreatLevel1,iceThreatLevel1_agreement,iceThreatLevel1_n_sources,iceThreatLevel2,iceThreatLevel2_agreement,iceThreatLevel2_n_sources,iceThreatLevel3,iceThreatLevel3_agreement,iceThreatLevel3_n_sources,immigrationCourt,immigrationCourt_agreement,immigrationCourt_n_sources,lastFinalRating,lastFinalRating_agreement,lastFinalRating_n_sources,lastInspectionEndDate,lastInspectionEndDate_agreement,lastInspectionEndDate_n_sources,lastInspectionStandard,lastInspectionStandard_agreement,lastInspectionStandard_n_sources,lastInspectionType,lastInspectionType_agreement,lastInspectionType_n_sources,lastUsed,lastUsed_agreement,lastUsed_n_sources,maleCrim,maleCrim_agreement,maleCrim_n_sources,maleNonCrim,maleNonCrim_agreement,maleNonCrim_n_sources,mandatory,mandatory_agreement,mandatory_n_sources,noIceThreatLevel,noIceThreatLevel_agreement,noIceThreatLevel_n_sources,phone,phone_agreement,phone_n_sources,underDetentionStandards,underDetentionStandards_agreement,underDetentionStandards_n_sources
CALDWTX,detention,CALDWELL COUNTY JAIL,single,48055,"Caldwell County, TX",TX,"C/O SHERIFF, LOCKHART, TX 78644",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,CALDWELL,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,4/5/2004,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/29/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
CAMERTX,detention,CAMERON COUNTY JAIL,single,48061,"Cameron County, TX",TX,"954 E. HARRISON, BROWNSVILLE, TX 78520",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,CAMERON,single,1,PIC,single,1,,,,,,,,,,SNA,single,1,2/13/1996,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,3/14/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
CBENDTX,detention,COASTAL BEND DETENTION FACILITY,conflict,48249|48355,"Nueces County, TX|Jim Wells County, TX",TX,"4909 FM 2826, ROBSTOWN, TX 78380",conflict,3,37.1,single,1,7,single,1,6.7,single,1,3.2,single,1,54,single,1,USMS IGA,converged,2,DMCP,single,1,6.2,single,1,700,single,1,5,single,1,NUECES,single,1,PIC,single,1,,,,1.6,single,1,9.5,single,1,HLG,conflict,3,6/9/2012,single,1,Female/Male,single,1,,,,yes,single,1,3.5,single,1,3.2,single,1,4.6,single,1,,,,Pass,single,1,2025-02-06,single,1,NDS 2019,single,1,ODO OASIP,single,1,11/4/2017,single,1,7,single,1,35.8,single,1,41.4,single,1,42.6,single,1,(361) 767-3400,single,1,yes,single,1
CCAHUTX,detention,T DON HUTTO DETENTION CENTER,conflict,48453|48491,"Williamson County, TX|Travis County, TX",TX,"1001 WELCH STREET, TAYLOR, TX 76574",converged,3,268,single,1,42,single,1,78.2,single,1,57.3,single,1,445.5,single,1,CDF,conflict,2,JFRMU,single,1,36.7,single,1,512,single,1,5,single,1,WILLIAMSON,single,1,DHD,single,1,FAMILY,single,1,0,single,1,0,single,1,SNA,converged,3,4/13/1998,single,1,Male,single,1,461,converged,2,yes,single,1,51.9,single,1,44.4,single,1,62.8,single,1,,,,Pass,single,1,2024-12-19,single,1,PBNDS 2011 - 2016 Revisions,single,1,ODO,single,1,11/4/2017,single,1,106.4,single,1,339.1,single,1,280.4,single,1,286.4,single,1,(512) 218-2400,single,1,no,single,1
CHCNLTX,detention,COMP HLTH SVC-CASA NORMA LINDA,single,48061,"Cameron County, TX",TX,"Los Fresnos, TX 78566",single,1,,,,,,,,,,,,,,,,Other,single,1,,,,,,,,,,5,single,1,Cameron,single,1,,,,HEALTH,single,1,,,,,,,SNA,single,1,,,,,,,,,,no,single,1,,,,,,,,,,Port Isabel Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHSLFTX,detention,COMPREHENSIVE HLTH SVC-LOS FRESNOS,single,48061,"Cameron County, TX",TX,"Los Fresnos, TX 78566",single,1,,,,,,,,,,,,,,,,Other,single,1,,,,,,,,,,5,single,1,Cameron,single,1,,,,HEALTH,single,1,,,,,,,SNA,single,1,,,,,,,,,,no,single,1,,,,,,,,,,Port Isabel Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMALTX,detention,COMAL CITY JAIL,single,48091|48187|48209,"Comal County, TX|Guadalupe County, TX|Hays County, TX",TX,"C/O JAIL ADMINISTRATOR, NEW BRAUNFELS, TX 78130",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,COMAL,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,7/1/1991,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,7/10/2008,single,1,,,,,,,,,,,,,,,,yes,single,1
COOKETX,detention,COOKE COUNTY JAIL,single,48097|48181,"Cooke County, TX|Grayson County, TX",TX,"301 SOUTH CHESTNUT ST, GAINSVILLE, TX 76240",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,COOKE,single,1,DAL,single,1,,,,,,,,,,DAL,single,1,10/2/1989,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/30/1991,single,1,,,,,,,,,,,,,,,,yes,single,1
CORTYTX,detention,CORYELL COUNTY JAIL,single,48027|48035|48099|48281,"Coryell County, TX|Bell County, TX|Lampasas County, TX|Bosque County, TX",TX,"COUNTY SHERIFF, COPPERAS COVE, TX 76528",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,CORYELL,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,3/5/1999,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/25/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
CRYCCTX,detention,CRYSTAL CITY CORRECTIONAL CENTER,single,48127|48507,"Zavala County, TX|Dimmit County, TX",TX,"6901 N HIGHWAY 83, CRYSTAL CITY, TX 78839",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,350,single,1,5,single,1,ZAVALA,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,12/20/1998,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,1/5/2014,single,1,,,,,,,,,,,,,,,,yes,single,1
CULBETX,detention,CULBERSON COUNTY,single,48109,"Culberson County, TX",TX,"301 LA CAVERNA, VAN HORN, TX 79855",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,CULBERSON,single,1,,,,,,,,,,,,,ELP,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
DALCOTX,detention,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,single,48113,"Dallas County, TX",TX,"111 WEST COMMERCE STREET, DALLAS, TX 75202",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,5,single,1,DALLAS,single,1,DAL,single,1,,,,,,,,,,DAL,single,1,5/7/1990,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DALHOLD,detention,DALLAS FIELD OFFICE HOLD ROOM,single,48113,"Dallas County, TX",TX,"8101 N STEMMONS FWY, DALLAS, TX 75247",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,DALLAS,single,1,DAL,single,1,HOLD,single,1,,,,,,,DAL,single,1,2/26/1997,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/25/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DENTOTX,detention,DENTON COUNTY JAIL,single,48121,"Denton County, TX",TX,"127 NORTH WOODROW LANE, DENTON, TX 76205",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,DENTON,single,1,DAL,single,1,,,,,,,,,,DAL,single,1,4/21/1995,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/18/2004,single,1,,,,,,,,,,,,,,,,yes,single,1
DICKETX,detention,DICKENS COUNTY DETENTION,single,48107|48125,"Dickens County, TX|Crosby County, TX",TX,"100 AIRPORT RD., SPUR, TX 79370",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,DICKENS,single,1,DAL,single,1,,,,,,,,,,DAL,single,1,7/6/2004,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,3/28/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
DLRHOLD,detention,DEL RIO HOLD ROOM,single,48137|48465,"Val Verde County, TX|Edwards County, TX",TX,"2401 DODSON AVENUE, DEL RIO, TX 78840",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,VAL VERDE,single,1,SNA,single,1,HOLD,single,1,,,,,,,SNA,single,1,7/1/2013,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/30/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DVHOSTX,detention,DOLLY VINSANT,single,48061,"Cameron County, TX",TX,"400 HWY 77 WEST, SAN BENITO, TX 78586",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,5,single,1,CAMERON,single,1,PIC,single,1,HOSPITAL,single,1,,,,,,,SNA,single,1,7/26/1996,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/16/2005,single,1,,,,,,,,,,,,,,,,no,single,1
ECTORTX,detention,ECTOR COUNTY CORRECTION CENTER,single,48135,"Ector County, TX",TX,"2500 SOUTH HIGHWAY 385, ODESSA, TX 79761",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,ECTOR,single,1,ELP,single,1,,,,,,,,,,ELP,single,1,12/26/2002,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,4/9/2011,single,1,,,,,,,,,,,,,,,,yes,single,1
EDCHOLD,detention,EDEN HOLD ROOM,single,48095|48327,"Concho County, TX|Menard County, TX",TX,"HIGHWAY 87 EAST, EDEN, TX 76837",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,CONCHO,single,1,EDC,single,1,HOLD,single,1,,,,,,,DAL,single,1,4/11/2013,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/22/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
EDENDTX,detention,Eden Detention Center,converged,48095|48327,"Concho County, TX|Menard County, TX",TX,"704 E Broadway Street, Eden, TX 76837",conflict,2,,,,,,,,,,,,,,,,BOP,single,1,BOP,single,1,,,,,,,5,single,1,CONCHO,single,1,EDC,single,1,,,,,,,,,,DAL,conflict,2,11/15/1991,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/23/2010,single,1,,,,,,,,,,,,,,,,no,single,1
EDNDCTX,detention,EDEN DETENTION CTR,converged,48095|48327,"Concho County, TX|Menard County, TX",TX,"702 E BROADWAY ST, EDEN, TX 76837",conflict,2,457.6,single,1,67.1,single,1,7.4,single,1,1.5,single,1,533.6,single,1,USMS IGA,converged,2,,,,35.4,single,1,,,,5,single,1,Concho,single,1,,,,,,,0,single,1,0,single,1,DAL,converged,2,,,,Male,single,1,,,,yes,single,1,12.2,single,1,18.7,single,1,40.5,single,1,,,,Pass,single,1,2025-02-27,single,1,NDS 2019,single,1,ODO,single,1,,,,46.3,single,1,487.3,single,1,311.3,single,1,462.1,single,1,,,,,,
EHDLGTX,detention,EAST HIDALGO DETENTION CENTER,converged,48215,"Hidalgo County, TX",TX,"1330 HIGHWAY 107, LA VILLA, TX 78562",conflict,3,0.5,single,1,0.7,single,1,0.9,single,1,0.6,single,1,2.7,single,1,USMS IGA,converged,2,DMCP,single,1,2.4,single,1,100,single,1,5,single,1,HIDALGO,single,1,HLG,single,1,,,,0.1,single,1,0,single,1,HLG,conflict,3,3/23/2011,single,1,Female/Male,single,1,,,,yes,single,1,1.7,single,1,0.7,single,1,0.2,single,1,,,,Pass,single,1,2025-05-22,single,1,NDS 2019,single,1,ODO OASIP,single,1,11/4/2017,single,1,2.5,single,1,0.1,single,1,2.6,single,1,0.1,single,1,(956) 262-4142,single,1,yes,single,1
ELPCOTX,detention,EL PASO COUNTY JAIL (TEXAS),single,48141,"El Paso County, TX",TX,"P.O. BOX 125, EL PASO, TX 79925",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,EL PASO,single,1,VRK,single,1,,,,,,,,,,ELP,single,1,11/19/1986,single,1,,,,,,,no,single,1,,,,,,,,,,El Paso SPC Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,12/15/2003,single,1,,,,,,,,,,,,,,,,yes,single,1
ELPHOLD,detention,EL PASO SERVICE PROCESSING CENTER,conflict,48141,"El Paso County, TX",TX,"8915 MONTANA AVE., EL PASO, TX 79925",conflict,3,409.4,single,1,133.5,single,1,156.8,single,1,99.9,single,1,799.6,single,1,SPC,conflict,2,DMCP,single,1,52,single,1,,,,5,single,1,EL PASO,single,1,EPC,single,1,HOLD,single,1,42.2,single,1,176.3,single,1,ELP,converged,3,11/25/2014,single,1,Female/Male,single,1,450,single,1,no,single,1,119.9,single,1,57,single,1,88.5,single,1,El Paso SPC Immigration Court (co-located — same ZIP),single,1,Pass,single,1,2025-02-13,single,1,PBNDS 2011 - 2016 Revisions,single,1,ODO,single,1,11/4/2017,single,1,191.6,single,1,389.4,single,1,339.2,single,1,534.1,single,1,(915) 225-0700,single,1,yes,single,1
ELVDFTX,detention,EL VALLE DETENTION FACILITY,converged,48489,"Willacy County, TX",TX,"1800 INDUSTRIAL DRIVE, RAYMONDVILLE, TX 78580",converged,3,694.8,single,1,85.6,single,1,78,single,1,64.4,single,1,922.8,single,1,DIGSA,conflict,2,,,,42.8,single,1,660,single,1,5,single,1,Willacy,single,1,,,,,,,25.9,single,1,339.7,single,1,HLG,conflict,3,,,,Female/Male,single,1,600,conflict,2,yes,single,1,96,single,1,48.7,single,1,60.4,single,1,,,,Pass,single,1,2025-03-06,single,1,PBNDS 2011 - 2016 Revisions,single,1,ODO,single,1,,,,140.9,single,1,416.3,single,1,593.7,single,1,717.7,single,1,(956) 689-9999,single,1,,,
EPBHSTX,detention,EL PASO BEHAVIORAL HEALTH SYSTEM,single,48141,"El Paso County, TX",TX,"El Paso, TX 79902",single,1,,,,,,,,,,,,,,,,Other,single,1,,,,,,,,,,5,single,1,El Paso,single,1,,,,HEALTH,single,1,,,,,,,ELP,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPC,detention,EL PASO SERVICE PROCESSING CENTER,single,48141,"El Paso County, TX",TX,"8915 MONTANA AVE., EL PASO, TX 79925",single,1,,,,,,,,,,,,,,,,SPC,single,1,DMCP,single,1,,,,840,single,1,5,single,1,EL PASO,single,1,EPC,single,1,,,,,,,,,,ELP,single,1,4/4/1984,single,1,,,,600,single,1,yes,single,1,,,,,,,,,,El Paso SPC Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
EPCJUVI,detention,EL PASO JUVENILE,single,48141,"El Paso County, TX",TX,"8915 MONTANA ST., EL PASO, TX 79925",single,1,,,,,,,,,,,,,,,,Other,single,1,JFRMU,single,1,,,,,,,5,single,1,EL PASO,single,1,EPC,single,1,HOLD,single,1,,,,,,,ELP,single,1,10/27/1998,single,1,,,,,,,,,,,,,,,,,,,El Paso SPC Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,no,single,1
EULESTX,detention,EULESS CITY JAIL,single,48439,"Tarrant County, TX",TX,"1102 W. EULESS BLVD., EULESS, TX 76040",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,TARRANT,single,1,DAL,single,1,,,,,,,,,,DAL,single,1,8/27/1988,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
FAYETTX,detention,FAYETTE COUNTY JAIL,single,48149|48287,"Fayette County, TX|Lee County, TX",TX,"C/O SHERIFF, LA GRANGE, TX 78945",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,FAYETTE,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,2/22/2007,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/22/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
FREESTX,detention,FREESTONE COUNTY JAIL,single,48161,"Freestone County, TX",TX,"PO DRAWER 47, FAIRFIELD, TX 75840",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,FREESTONE,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,3/16/2004,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/25/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
FRIOCTX,detention,FRIO COUNTY JAIL,single,48163|48507,"Frio County, TX|Zavala County, TX",TX,"C/O SHERIFF, PEARSALL, TX 78061",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,FRIO,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,1/6/1999,single,1,,,,,,,yes,single,1,,,,,,,,,,Pearsall Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,7/8/2008,single,1,,,,,,,,,,,,,,,,yes,single,1
FTBENTX,detention,FORT BEND COUNTY JAIL,single,48157,"Fort Bend County, TX",TX,"1410 RANSOM ROAD, RICHMOND, TX 77469",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,FT. BEND,single,1,HOU,single,1,,,,,,,,,,HOU,single,1,10/28/1997,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/1/2002,single,1,,,,,,,,,,,,,,,,yes,single,1
GILLITX,detention,GILLISPIE CITY JAIL,single,48171|48259|48265|48299|48319,"Gillespie County, TX|Kendall County, TX|Kerr County, TX|Llano County, TX|Mason County, TX",TX,"JAIL ADMINISTRATOR, FREDERICKSBURG, TX 78624",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,GILLESPIE,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,10/18/2001,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/20/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
GONZATX,detention,GONZALES COUNTY JAIL,single,48123|48177,"Gonzales County, TX|DeWitt County, TX",TX,"C/O SHERIFF, GONZALEZ, TX 78629",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,GONZALES,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,3/9/2003,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/24/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
GREGGTX,detention,GREGG COUNTY JAIL,single,48183|48203,"Gregg County, TX|Harrison County, TX",TX,"101 E. METHVIN STREET, LONGVIEW, TX 75601",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,5,single,1,GREGG,single,1,DAL,single,1,,,,,,,,,,DAL,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
GRIMETX,detention,GRIMES COUNTY SHERIFFS DEPARTMENT,single,48185,"Grimes County, TX",TX,"382 FM 149 WEST, ANDERSON, TX 77830",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,GRIMES,single,1,HOU,single,1,,,,,,,,,,HOU,single,1,1/9/2003,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,1/22/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
GUADATX,detention,GUADALUPE CITY JAIL,single,48187,"Guadalupe County, TX",TX,"C/O COUNTY SHERIFF, SEGUIN, TX 78155",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,GUADALUPE,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,5/28/1999,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,2/16/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
HAJUVTX,detention,HAYS COUNTY JUVENILE CENTER,single,48055|48091|48187|48209,"Hays County, TX|Guadalupe County, TX|Caldwell County, TX|Comal County, TX",TX,"2250 CLOVIS R BARKER ROAD, SAN MARCOS, TX 78666",single,1,,,,,,,,,,,,,,,,IGSA,single,1,JFRMU,single,1,,,,,,,5,single,1,HAYS,single,1,SNA,single,1,JUVENILE,single,1,,,,,,,SNA,single,1,10/9/2001,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/28/2003,single,1,,,,,,,,,,,,,,,,no,single,1
HASKLTX,detention,Rolling Plains Detention Center,converged,48207|48253,"Haskell County, TX|Jones County, TX",TX,"118 County Road 206, Haskell, TX 79521",converged,2,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,525,single,1,5,single,1,HASKELL,single,1,DAL,single,1,,,,,,,,,,DAL,converged,2,6/18/2000,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,3/23/2017,single,1,,,,,,,,,,,,,(214) 905-5829,single,1,yes,single,1
HAYCOTX,detention,HAYS COUNTY JAIL,single,48055|48091|48187|48209,"Hays County, TX|Guadalupe County, TX|Caldwell County, TX|Comal County, TX",TX,"C/O JAIL ADMINISTRATOR, SAN MARCOS, TX 78666",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,HAYS,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,11/1/1990,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/6/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
HCPSYTX,detention,HARRIS COUNTY PSYCHIATRIC CENTER,single,48201,"Harris County, TX",TX,"2800 S MACGREGOR WAY, HOUSTON, TX 77021",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,5,single,1,HARRIS,single,1,,,,HOSPITAL,single,1,,,,,,,HOU,single,1,10/19/2016,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,no,single,1
HENDETX,detention,HENDERSON COUNTY JAIL,single,48001|48213,"Henderson County, TX|Anderson County, TX",TX,"206 N Murchison St,, Athens, TX 75751",single,1,,,,,,,,,,,,,,,,IGSA,single,1,,,,,,,,,,5,single,1,Henderson,single,1,,,,,,,,,,,,,DAL,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HIDALTX,detention,HIDALGO COUNTY JAIL,single,48215,"Hidalgo County, TX",TX,"3100 SOUTH HWY 281, EDINBURG, TX 78539",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,HIDALGO,single,1,HLG,single,1,,,,,,,,,,SNA,single,1,8/8/1988,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/25/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HLGHOLD,detention,HARLINGEN HOLD ROOM,single,48061|48489,"Cameron County, TX|Willacy County, TX",TX,"1717 ZOY STREET, HARLINGEN, TX 78550",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,CAMERON,single,1,HLG,single,1,HOLD,single,1,,,,,,,SNA,single,1,5/15/2008,single,1,,,,,,,no,single,1,,,,,,,,,,Harlingen Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,10/30/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
HMCHOTX,detention,HARLINGEN MEDICAL CENTER,single,48061|48489,"Cameron County, TX|Willacy County, TX",TX,"5501 S EXPRESSWAY 71, HARLINGEN, TX 78550",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,5,single,1,CAMERON,single,1,PIC,single,1,HOSPITAL,single,1,,,,,,,SNA,single,1,3/20/1989,single,1,,,,,,,,,,,,,,,,,,,Harlingen Immigration Court (co-located — same ZIP),single,1,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,no,single,1
HOKLYTX,detention,HOCKLEY COUNTY JAIL,single,48079|48219,"Hockley County, TX|Cochran County, TX",TX,"1310 AVENUE H, LEVELLAND, TX 79336",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,HOCKLEY,single,1,EPC,single,1,,,,,,,,,,ELP,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
HOUHOLD,detention,HOUSTON FIELD OFFICE HOLD ROOM,single,48201,"Harris County, TX",TX,"5520 GREENS RD., HOUSTON, TX 77032",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,HARRIS,single,1,HOU,single,1,HOLD,single,1,,,,,,,HOU,single,1,11/17/1994,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
