id,kind,primary_name,name_agreement,county_fips,county_names,states,address,address_agreement,address_n_sources,adpLevelA,adpLevelA_agreement,adpLevelA_n_sources,adpLevelB,adpLevelB_agreement,adpLevelB_n_sources,adpLevelC,adpLevelC_agreement,adpLevelC_n_sources,adpLevelD,adpLevelD_agreement,adpLevelD_n_sources,adpTotal,adpTotal_agreement,adpTotal_n_sources,agreement,agreement_agreement,agreement_n_sources,authorizingAuthority,authorizingAuthority_agreement,authorizingAuthority_n_sources,avgLengthOfStayDays,avgLengthOfStayDays_agreement,avgLengthOfStayDays_n_sources,capacity,capacity_agreement,capacity_n_sources,circuit,circuit_agreement,circuit_n_sources,county,county_agreement,county_n_sources,docket,docket_agreement,docket_n_sources,facilityFunction,facilityFunction_agreement,facilityFunction_n_sources,femaleCrim,femaleCrim_agreement,femaleCrim_n_sources,femaleNonCrim,femaleNonCrim_agreement,femaleNonCrim_n_sources,fieldOffice,fieldOffice_agreement,fieldOffice_n_sources,firstUsed,firstUsed_agreement,firstUsed_n_sources,genderServed,genderServed_agreement,genderServed_n_sources,guaranteedMinimumBeds,guaranteedMinimumBeds_agreement,guaranteedMinimumBeds_n_sources,holdsOver72h,holdsOver72h_agreement,holdsOver72h_n_sources,iceThreatLevel1,iceThreatLevel1_agreement,iceThreatLevel1_n_sources,iceThreatLevel2,iceThreatLevel2_agreement,iceThreatLevel2_n_sources,iceThreatLevel3,iceThreatLevel3_agreement,iceThreatLevel3_n_sources,immigrationCourt,immigrationCourt_agreement,immigrationCourt_n_sources,lastFinalRating,lastFinalRating_agreement,lastFinalRating_n_sources,lastInspectionEndDate,lastInspectionEndDate_agreement,lastInspectionEndDate_n_sources,lastInspectionStandard,lastInspectionStandard_agreement,lastInspectionStandard_n_sources,lastInspectionType,lastInspectionType_agreement,lastInspectionType_n_sources,lastUsed,lastUsed_agreement,lastUsed_n_sources,maleCrim,maleCrim_agreement,maleCrim_n_sources,maleNonCrim,maleNonCrim_agreement,maleNonCrim_n_sources,mandatory,mandatory_agreement,mandatory_n_sources,noIceThreatLevel,noIceThreatLevel_agreement,noIceThreatLevel_n_sources,phone,phone_agreement,phone_n_sources,underDetentionStandards,underDetentionStandards_agreement,underDetentionStandards_n_sources
CORTYTX,detention,CORYELL COUNTY JAIL,single,48027|48035|48099|48281,"Coryell County, TX|Bell County, TX|Lampasas County, TX|Bosque County, TX",TX,"COUNTY SHERIFF, COPPERAS COVE, TX 76528",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,CORYELL,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,3/5/1999,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/25/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
COSTACA,detention,COSTA MESA COLLEGE HOSPITAL,single,06059,"Orange County, CA",CA,"301 VICTORIA ST., COSTA MESA, CA 92627",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,9,single,1,ORANGE,single,1,LOS,single,1,HOSPITAL,single,1,,,,,,,LOS,single,1,5/19/2008,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/6/2012,single,1,,,,,,,,,,,,,,,,no,single,1
COSTICO,detention,COSTILLA COUNTY JAIL,single,08023,"Costilla County, CO",CO,"103 GASPER STREET, SAN LUIS, CO 81152",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,COSTILLA,single,1,DEN,single,1,,,,,,,,,,DEN,single,1,10/22/1992,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/13/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
COWJVWA,detention,COWLITZ COUNTY JUVENILE,single,53015|53069,"Cowlitz County, WA|Wahkiakum County, WA",WA,"1725 1ST AVE., LONGVIEW, WA 98632",single,1,,,,,,,,,,,,,,,,IGSA,single,1,JFRMU,single,1,,,,,,,9,single,1,COWLITZ,single,1,POO,single,1,JUVENILE,single,1,,,,,,,SEA,single,1,10/2/2007,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,no,single,1
COWLIWA,detention,COWLITZ COUNTY JAIL,single,53015,"Cowlitz County, WA",WA,"312 FIRST AVE WEST, KELSO, WA 98626",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,9,single,1,COWLITZ,single,1,POO,single,1,,,,,,,,,,SEA,single,1,1/24/1996,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/23/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
CRAWFIA,detention,CRAWFORD COUNTY JAIL,single,19047,"Crawford County, IA",IA,"1119 1ST AVE, DENISON, IA 51442",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,CRAWFORD,single,1,OMA,single,1,,,,,,,,,,SPM,single,1,4/10/1996,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/13/2003,single,1,,,,,,,,,,,,,,,,yes,single,1
CRAWFMI,detention,CRAWFORD COUNTY JAIL (GRAYLING MICHIGAN),single,26039|26079|26135|26137,"Crawford County, MI|Kalkaska County, MI|Otsego County, MI|Oscoda County, MI",MI,"200 WEST MICHIGAN, GRAYLING, MI 49738",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,6,single,1,CRAWFORD,single,1,DET,single,1,,,,,,,,,,DET,single,1,8/28/1991,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,8/26/2004,single,1,,,,,,,,,,,,,,,,yes,single,1
CRGHOLD,detention,CRAIG HOLDROOM,single,08081|08107,"Moffat County, CO|Routt County, CO",CO,"466 TUCKER STREET, CRAIG, CO 81625",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,10,single,1,MOFFAT,single,1,DEN,single,1,HOLD,single,1,,,,,,,DEN,single,1,8/1/2017,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
CRIHOLD,detention,CEDAR RAPIDS HOLD ROOM,single,19113,"Linn County, IA",IA,"UNAVAILABLE, CEDAR RAPIDS, IA 52401",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,8,single,1,LINN,single,1,OMA,single,1,HOLD,single,1,,,,,,,SPM,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
CROWGMN,detention,CROW WING COUNTY JAIL,converged,27021|27035,"Crow Wing County, MN|Cass County, MN",MN,"313 LAUREL ST, BRAINERD, MN 56401",conflict,3,10.5,single,1,6.1,single,1,5.5,single,1,2.9,single,1,25,single,1,USMS IGA,conflict,2,DMCP,single,1,16.2,single,1,,,,8,single,1,CROW WING,single,1,SPM,single,1,,,,1.9,single,1,5.5,single,1,SPM,converged,3,7/21/2011,single,1,Female/Male,single,1,,,,,,,6.8,single,1,2.4,single,1,1.6,single,1,,,,,,,2026-03-12,single,1,,,,,,,8/25/2011,single,1,7.3,single,1,10.4,single,1,12.5,single,1,14.2,single,1,(218) 822-7050,single,1,yes,single,1
CRTOSCA,detention,CERRITOS  COLLEGE HOSPITAL,single,06037|06059,"Los Angeles County, CA|Orange County, CA",CA,"10802 COLLEGE PLACE, CERRITOS, CA 90703",single,1,,,,,,,,,,,,,,,,Other,single,1,OTHER,single,1,,,,,,,9,single,1,LOS ANGELES,single,1,LOS,single,1,HOSPITAL,single,1,,,,,,,LOS,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,single,1
CRYCCTX,detention,CRYSTAL CITY CORRECTIONAL CENTER,single,48127|48507,"Zavala County, TX|Dimmit County, TX",TX,"6901 N HIGHWAY 83, CRYSTAL CITY, TX 78839",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,350,single,1,5,single,1,ZAVALA,single,1,SNA,single,1,,,,,,,,,,SNA,single,1,12/20/1998,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,1/5/2014,single,1,,,,,,,,,,,,,,,,yes,single,1
CSCNWWA,detention,NORTHWEST ICE PROCESSING CENTER,conflict,53053,"Pierce County, WA",WA,"1623 E. J STREET, TACOMA, WA 98421",converged,2,496.7,single,1,191.8,single,1,300.2,single,1,185.2,single,1,1173.9,single,1,CDF,converged,2,DMCP,single,1,57.5,single,1,1575,single,1,9,single,1,PIERCE,single,1,TAC,single,1,,,,25.3,single,1,95.9,single,1,SEA,converged,2,6/7/2001,single,1,Female/Male,single,1,1653,conflict,2,yes,single,1,241.3,single,1,90.1,single,1,90.6,single,1,Tacoma Immigration Court (co-located — same ZIP),single,1,Pass,single,1,2026-06-04,single,1,NDS 2025,single,1,ODO,single,1,11/4/2017,single,1,309.8,single,1,742.9,single,1,724.4,single,1,751.8,single,1,,,,yes,single,1
CSCSFGA,detention,CSC SOUTH FULTON MUNICIPAL JAIL,single,13121,"Fulton County, GA",GA,"6500 WATSON STREET, UNION CITY, GA 30291",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,FULTON,single,1,ATL,single,1,,,,,,,,,,ATL,single,1,4/4/1999,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/7/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
CSPHOLD,detention,CASPER HOLDROOM,single,56025,"Natrona County, WY",WY,"150 E. B STREET, CASPER, WY 82601",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,10,single,1,NATRONA,single,1,DEN,single,1,HOLD,single,1,,,,,,,DEN,single,1,11/10/2010,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,10/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
CSYJVNY,detention,CASEY HOUSE SHELTER,single,36063,"Niagara County, NY",NY,"710 CEDAR AVE, BUFFALO, NY 14301",single,1,,,,,,,,,,,,,,,,IGSA,single,1,JFRMU,single,1,,,,,,,2,single,1,NIAGARA,single,1,BUF,single,1,JUVENILE,single,1,,,,,,,BUF,single,1,4/25/2007,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,5/3/2015,single,1,,,,,,,,,,,,,,,,no,single,1
CTBRICC,detention,BRIDGEPORT CORRECTIONAL CENTER,single,09120,09120,CT,"1106 NORTH AVENUE, BRIDGEPORT, CT 06604",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,FAIRFIELD,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,5/25/2000,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/14/2005,single,1,,,,,,,,,,,,,,,,yes,single,1
CTCORCI,detention,CORRIGAN CORRECTIONAL INSTITUTE,single,09180,09180,CT,"986 NORWICH-NEW LONDON TURNPIKE, UNCASVILLE, CT 06382",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,NEW LONDON,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,10/30/1998,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/6/2006,single,1,,,,,,,,,,,,,,,,yes,single,1
CTGARCI,detention,GARNER CORRECTIONAL INSTITUTE,single,09120|09190,09190|09120,CT,"50 NUNNSWAUK ROAD, NEWTOWN, CT 06470",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,FAIRFIELD,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,8/10/2000,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/31/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
CTLAFSL,detention,LAFAYETTE SHERIFFS LOCK,single,09110,09110,CT,"101 LAFAYETTE STREET, HARTFORD, CT 06106",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,2,single,1,HARTFORD,single,1,HAR,single,1,HOLD,single,1,,,,,,,BOS,single,1,10/29/1992,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,6/26/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
CTMANYI,detention,MANSON YOUTH INSTITUTE,single,09110|09140|09170,09140|09110|09170,CT,"42 JARVIS STREET, CHESHIRE, CT 06410",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,NEW HAVEN,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,1/17/2007,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/26/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
CTNEACI,detention,NORTHEAST CORRECTIONAL CENTER,single,09110,09110,CT,"251 MIDDLE TURNPIKE, STORRS, CT 06268",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,TOLLAND,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,4/26/2002,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/25/2003,single,1,,,,,,,,,,,,,,,,yes,single,1
CTNRNCI,detention,NORTHERN CORRECTIONAL INSTITUTE,single,09110,09110,CT,"287 BILTON ROAD, SOMERS, CT 06071",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,TOLLAND,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,1/11/2000,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/14/2004,single,1,,,,,,,,,,,,,,,,yes,single,1
CTOSBCI,detention,OSBORN CORRECTIONAL INSTITUTE,single,09110,09110,CT,"100 BILTON ROAD, SOMERS, CT 06071",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,TOLLAND,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,6/1/2000,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,1/29/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
CTROBCI,detention,ROBINSON CORRECTIONAL INSTITUTE,single,09110,09110,CT,"285 SHAKER ROAD, ENFIELD, CT 06082",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,HARTFORD,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,6/1/2000,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/18/2003,single,1,,,,,,,,,,,,,,,,yes,single,1
CTYORCI,detention,YORK CORRECTIONAL INSTITUTION,single,09180,09180,CT,"201 WEST MAIN STREET, NIANTIC, CT 06357",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,2,single,1,NEW LONDON,single,1,HAR,single,1,,,,,,,,,,BOS,single,1,10/17/1997,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,7/23/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
CULBETX,detention,CULBERSON COUNTY,single,48109,"Culberson County, TX",TX,"301 LA CAVERNA, VAN HORN, TX 79855",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,5,single,1,CULBERSON,single,1,,,,,,,,,,,,,ELP,single,1,,,,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
CULPEVA,detention,CULPEPER COUNTY ADULT DETENTION CENTER,single,51047|51113|51137,"Culpeper County, VA|Orange County, VA|Madison County, VA",VA,"131 W. CAMERON ST., CULPEPER, VA 22701",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,4,single,1,CULPEPER,single,1,HBG,single,1,,,,,,,,,,WAS,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
CUMBEIL,detention,CUMBERLAND COUNTY JAIL,single,17023|17045,"Edgar County, IL|Clark County, IL",IL,"228 NORTH CENTRAL AVENUE, PARIS, IL 61944",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,7,single,1,CUMBERLAND,single,1,CHI,single,1,,,,,,,,,,CHI,single,1,10/16/1998,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/6/2002,single,1,,,,,,,,,,,,,,,,yes,single,1
CUMBEME,detention,Cumberland County Jail,converged,23005,"Cumberland County, ME",ME,"50 County Way, Portland, ME 04102",converged,2,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,70,single,1,1,single,1,CUMBERLAND,single,1,POM,single,1,,,,,,,,,,BOS,converged,2,5/26/1993,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,(207) 774-5939,single,1,yes,single,1
CURRYNM,detention,CURRY COUNTY DETENTION FACILITY,single,35009|35041,"Curry County, NM|Roosevelt County, NM",NM,"801 MITCHELL STREET, CLOVIS, NM 88101",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,10,single,1,CURRY COUNTY,single,1,EPC,single,1,,,,,,,,,,ELP,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
CUSTEMT,detention,CUSTER COUNTY JAIL,single,30017,"Custer County, MT",MT,"1010 MAIN STREET, MILES CITY, MT 59301",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,9,single,1,CUSTER,single,1,HEL,single,1,,,,,,,,,,SLC,single,1,3/12/1991,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10/28/2008,single,1,,,,,,,,,,,,,,,,yes,single,1
CVREGVA,detention,CENTRAL VA REGIONAL JAIL,single,51113|51137|51177,"Orange County, VA|Madison County, VA|Spotsylvania County, VA",VA,"13021 JAMES MADISON HWY, ORANGE COUNTY, VA 22960",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,4,single,1,ORANGE,single,1,WAS,single,1,,,,,,,,,,WAS,single,1,9/5/1990,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2/27/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DADECFL,detention,DADE COUNTY CORRECTIONAL,single,12086|12087,"Miami-Dade County, FL|Monroe County, FL",FL,"1321 NW 13 STREET, MIAMI, FL 33034",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,MIAMI-DADE,single,1,MIA,single,1,,,,,,,,,,MIA,single,1,12/12/1988,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/17/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
DAKOTNE,detention,DAKOTA COUNTY JAIL,conflict,31043,"Dakota County, NE",NE,"1601 BROADWAY, DAKOTA CITY, NE 68731",conflict,3,15.7,single,1,5.7,single,1,7.4,single,1,7,single,1,35.8,single,1,USMS IGA,converged,2,DMCP,single,1,23.3,single,1,20,single,1,8,single,1,DAKOTA,single,1,OMA,single,1,,,,2.7,single,1,2.5,single,1,SPM,converged,3,11/21/1994,single,1,Female/Male,single,1,,,,no,single,1,8.2,single,1,4.1,single,1,8.7,single,1,,,,Pass,single,1,2024-12-07,single,1,ORSA NDS 2019,single,1,ORSA,single,1,11/4/2017,single,1,13.2,single,1,17.4,single,1,23.8,single,1,14.7,single,1,(402) 987-2176,single,1,yes,single,1
DALCOIA,detention,DALLAS COUNTY SHERIFFS OFFICE,single,19049,"Dallas County, IA",IA,"201 NORTH 8TH STREET, ADEL, IA 50003",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,DALLAS,single,1,SPM,single,1,,,,,,,,,,SPM,single,1,9/17/1998,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/1/2005,single,1,,,,,,,,,,,,,,,,yes,single,1
DALCOTX,detention,DALLAS COUNTY JAIL - LEW STERRETT JUSTICE CENTER,single,48113,"Dallas County, TX",TX,"111 WEST COMMERCE STREET, DALLAS, TX 75202",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,5,single,1,DALLAS,single,1,DAL,single,1,,,,,,,,,,DAL,single,1,5/7/1990,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DALHOLD,detention,DALLAS FIELD OFFICE HOLD ROOM,single,48113,"Dallas County, TX",TX,"8101 N STEMMONS FWY, DALLAS, TX 75247",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,5,single,1,DALLAS,single,1,DAL,single,1,HOLD,single,1,,,,,,,DAL,single,1,2/26/1997,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,9/25/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DANCOWI,detention,DANE COUNTY JAIL,single,55025,"Dane County, WI",WI,"21 MARTIN LUTHER KING DRIVE, MADISON, WI 53703",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,7,single,1,DANE,single,1,CHI,single,1,,,,,,,,,,CHI,single,1,2/12/1999,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,12/4/2007,single,1,,,,,,,,,,,,,,,,yes,single,1
DAPHNAL,detention,DAPHNE POLICE DEPARTMENT CORRECTIONAL CENTER,single,01003,"Baldwin County, AL",AL,"1502 US HWY 98, DAPHNE, AL 36526",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,BALDWIN,single,1,NOL,single,1,,,,,,,,,,NOL,single,1,6/2/2004,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/21/2004,single,1,,,,,,,,,,,,,,,,yes,single,1
DAUPHPA,detention,DAUPHIN COUNTY JAIL PA,single,42043,"Dauphin County, PA",PA,"501 MALL ROAD, HARRISBURG, PA 17111",single,1,,,,,,,,,,,,,,,,Other,single,1,DMCP,single,1,,,,,,,3,single,1,DAUPHIN,single,1,,,,,,,,,,,,,PHI,single,1,7/3/2017,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/3/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DAVIDTN,detention,DAVIDSON COUNTY SHERIFF,single,47037,"Davidson County, TN",TN,"448 2ND AVENUE, NASHVILLE, TN 37210",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,6,single,1,DAVIDSON,single,1,NOL,single,1,,,,,,,,,,NOL,single,1,5/21/1997,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DAVISSD,detention,DAVISON COUNTY (SOUTH DAKOTA),single,46035|46061,"Davison County, SD|Hanson County, SD",SD,"1015 SOUTH MILLER AVENUE, MITCHELL, SD 57301",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,DAVISON,single,1,SPM,single,1,,,,,,,,,,SPM,single,1,5/13/1996,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/16/2005,single,1,,,,,,,,,,,,,,,,yes,single,1
DAVISUT,detention,DAVIS COUNTY,converged,49011,"Davis County, UT",UT,"800 WEST STATE STREET, FARMINGTON, UT 84025",converged,2,3.6,single,1,1.3,single,1,0.2,single,1,0.4,single,1,5.5,single,1,USMS IGA,conflict,2,DMCP,single,1,3.7,single,1,,,,10,single,1,DAVIS,single,1,SLC,single,1,,,,0,single,1,0.7,single,1,SLC,converged,2,9/6/1992,single,1,Female/Male,single,1,,,,yes,single,1,1.1,single,1,0.6,single,1,1.1,single,1,,,,,,,,,,,,,,,,7/14/2008,single,1,1.3,single,1,3.5,single,1,3.2,single,1,2.8,single,1,,,,yes,single,1
DAWSOMT,detention,DAWSON COUNTY JAIL,single,30021|30079,"Dawson County, MT|Prairie County, MT",MT,"207 WEST BELL, GLENDIVE, MT 59330",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,9,single,1,DAWSON,single,1,HEL,single,1,,,,,,,,,,SLC,single,1,6/4/2006,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/23/2013,single,1,,,,,,,,,,,,,,,,yes,single,1
DAWSONE,detention,DAWSON COUNTY JAIL,single,31041|31047|31073,"Dawson County, NE|Gosper County, NE|Custer County, NE",NE,"709 N GRANT ST, LEXINGTON, NE 68850",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,8,single,1,DAWSON,single,1,OMA,single,1,,,,,,,,,,SPM,single,1,1/26/1994,single,1,,,,,,,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,6/30/2004,single,1,,,,,,,,,,,,,,,,yes,single,1
DCDOCDC,detention,DC DEPARTMENT OF CORRECTIONS,single,11001,"District of Columbia, DC",DC,"1923 VERMONT AVENUE NORTHWEST, WASHINGTON, DC 20001",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,4,single,1,DISTRICT OF COLUMBIA,single,1,WAS,single,1,,,,,,,,,,WAS,single,1,3/9/1992,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11/3/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
DEAPDMI,detention,DEARBORN POLICE DEPARTMENT,single,26163,"Wayne County, MI",MI,"16099 MICHIGAN AVE, DEARBORN, MI 48126",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,8,single,1,6,single,1,WAYNE,single,1,DET,single,1,,,,,,,,,,DET,single,1,3/19/1991,single,1,,,,75,single,1,no,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DEKABAL,detention,DEKALB COUNTY JAIL,single,01049,"DeKalb County, AL",AL,"2801 JORDAN RD SW, FT PAYNE, AL 35968",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,,,,11,single,1,DEKALB COUNTY,single,1,,,,,,,,,,,,,NOL,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,single,1
DEKALAL,detention,DEKALB COUNTY DETENTION CENTER,single,01049,"DeKalb County, AL",AL,"2801 JORDAN ROAD, FORT PAYNE, AL 35968",single,1,,,,,,,,,,,,,,,,USMS IGA,single,1,DMCP,single,1,,,,60,single,1,11,single,1,DEKALB,single,1,NOL,single,1,,,,,,,,,,NOL,single,1,9/2/2008,single,1,,,,,,,yes,single,1,,,,,,,,,,,,,,,,,,,,,,,,,11/4/2017,single,1,,,,,,,,,,,,,,,,yes,single,1
DEKALGA,detention,DEKALB COUNTY JAIL,single,13089,"DeKalb County, GA",GA,"4415 MEMORIAL DR, DECATUR, GA 30032",single,1,,,,,,,,,,,,,,,,IGSA,single,1,DMCP,single,1,,,,,,,11,single,1,DEKALB,single,1,ATL,single,1,,,,,,,,,,ATL,single,1,5/26/1981,single,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/28/2009,single,1,,,,,,,,,,,,,,,,yes,single,1
